distance,offset,rz,dihedral,energy
4.85,1.39,4.646547105109341,86.99,-8.109065414269825
4.23,1.07,4.092432039753379,76.78,-8.109021338649873
4.28,0.95,4.173236154353118,69.01,-8.10854103282677
4.44,1.44,4.2,82.53,-8.10801648758806
4.66,0.82,4.587286779786065,72.05,-8.10634370980807
4.75,0.41,4.732272181521262,71.33,-8.10507964085165
4.41,0.64,4.363312961500699,63.22,-8.10502188865126
4.23,1.1,4.0844705899296185,78.35,-8.103011995159235
4.41,0.95,4.306460263371764,69.37,-8.1023039805961
4.27,1.22,4.092004398824615,80.53,-8.102167078747163
4.68,0.48,4.655319537904997,69.14,-8.101268970802115
4.9,0.89,4.818495615853562,85.9,-8.097526339762368
4.28,1.08,4.141497313774331,74.56,-8.097203847556559
4.19,1.23,4.005396359912463,89.71,-8.09703903217442
4.54,0.74,4.479285657334214,67.72,-8.096485807893243
4.49,1.46,4.245998115873346,82.42,-8.096477697975176
4.64,0.43,4.620032467418384,66.72,-8.096078826557381
4.29,0.94,4.18574963417546,69.82,-8.09572253669491
4.1,0.54,4.064283454681772,58.89,-8.095593055766464
4.65,0.73,4.592341450719883,70.61,-8.095329023627938
4.43,1.09,4.293809497404373,72.62,-8.094093553421297
4.35,1.02,4.228723211561617,70.35,-8.09382084343038
4.54,0.66,4.491770252361534,66.47,-8.09167965491597
4.28,0.95,4.173236154353118,69.02,-8.090406785759795
4.86,0.49,4.835235257978664,79.49,-8.088675872329224
4.22,1.06,4.084703171590317,76.93,-8.0875196314931
4.89,0.77,4.828995754812795,83.79,-8.085634840213679
4.4,0.83,4.321006827117958,66.65,-8.085238537840834
4.39,1.56,4.1034741378495365,89.99,-8.084401389344926
4.8,0.83,4.727694998622479,78.3,-8.082957681999027
4.79,0.72,4.735578106208364,76.2,-8.082922132313847
4.16,0.67,4.10569117201964,62.07,-8.081997153178063
4.17,0.72,4.107371422211534,64.88,-8.081252295043953
4.2,0.94,4.093458195706901,72.42,-8.081243790404043
4.81,0.32,4.799343705133025,73.97,-8.079983352203733
4.62,1.29,4.436248415046209,78.53,-8.079762553592866
4.19,0.95,4.080882257551669,72.69,-8.075912058049642
4.75,0.69,4.699617005671845,74.15,-8.07547667750078
4.28,1.06,4.146661307606398,73.57,-8.074069821929905
4.81,0.61,4.771163380141157,76.23,-8.067724386236051
4.18,0.88,4.086318636621476,70.4,-8.067298330518144
4.27,1.15,4.112225674741112,77.62,-8.065758959982553
4.3,1.33,4.089144164736675,83.87,-8.0655622796754
4.74,1.63,4.450921252954269,87.13,-8.064403378800701
4.74,0.91,4.6518275978372206,75.98,-8.063832509568458
4.7,0.47,4.676440954401114,69.46,-8.060878420129152
4.16,0.63,4.112018968827844,60.52,-8.060602905173326
4.24,1.14,4.083870712938891,79.15,-8.059681654707214
4.36,0.98,4.24843500597573,69.67,-8.05953396784899
4.63,0.67,4.5812662005170575,68.91,-8.05927880489558
4.38,1.12,4.2343830719480255,72.5,-8.058671606629016
4.88,0.77,4.818869161950758,82.44,-8.057685757824942
4.84,1.5,4.601695339763379,87.7,-8.056417635817821
4.88,0.54,4.850030927736441,80.66,-8.056411835125989
4.15,0.7,4.09053786194432,63.25,-8.056143843997987
4.22,0.94,4.113976178832347,71.26,-8.056017636164714
4.74,0.97,4.639687489475989,76.69,-8.05588281950009
4.11,0.82,4.027368868132146,72.14,-8.05550422860246
4.74,0.56,4.706803586299305,72.18,-8.055229696313551
4.84,0.59,4.803904661834995,77.57,-8.055176949119092
4.55,0.68,4.498899865522681,66.83,-8.05501051225985
4.5,1.18,4.3425338225510695,74.76,-8.053372662262335
4.25,1.16,4.088630577589519,78.96,-8.052139170623017
4.73,0.71,4.676408878616155,73.41,-8.052088976743132
4.73,0.73,4.673328578219169,73.33,-8.049766675178976
4.68,0.83,4.6058115462967,72.43,-8.049274827576419
4.23,1.15,4.070675619599283,80.11,-8.048866611316917
4.82,0.49,4.795028675618114,75.24,-8.047084901008741
4.05,0.78,3.97417916053114,76.79,-8.04665800002393
4.65,0.72,4.593919894817497,70.04,-8.046276551405779
4.94,0.47,4.917590873588408,89.16,-8.046249037017473
4.16,0.71,4.098963283563297,63.18,-8.045229024691746
4.67,0.6,4.631295715024036,69.43,-8.044320008177275
4.69,1.58,4.415846464722251,85.08,-8.042027063345836
4.06,0.18,4.0560078895386775,48.94,-8.041345854091343
4.86,0.99,4.758098359639069,82.28,-8.040772705131777
4.81,0.85,4.734300370698927,78.74,-8.039891345435063
4.79,0.27,4.782384342563864,71.61,-8.03966829466962
4.94,1.14,4.806662043455937,89.97,-8.03883558328099
4.89,0.83,4.819045548653799,82.65,-8.038081028850781
4.79,1.73,4.46667661690434,89.8,-8.037643932085867
4.2,0.93,4.095741691073791,71.18,-8.037302847432484
4.69,0.57,4.65523361390167,70.02,-8.036906957331018
4.62,0.59,4.582171974075177,67.3,-8.03593163814057
4.34,1.11,4.195652511826975,73.51,-8.034434946396138
4.51,1.39,4.290454521376494,78.96,-8.034412711849459
4.76,0.72,4.705231131411081,74.73,-8.033533797566218
4.22,1.19,4.048740544910231,83.05,-8.032300411331116
4.37,1.51,4.100829184445507,87.47,-8.03134486308228
4.53,0.88,4.443703410444941,69.18,-8.030569541203665
4.56,0.76,4.496220635155708,68.18,-8.030223798540023
4.79,0.61,4.750999894758997,74.69,-8.028267983189158
4.77,1.5,4.528012809169161,85.35,-8.027652129078463
4.77,0.35,4.757141999141922,71.26,-8.026453850116194
4.91,0.59,4.874423042781577,82.93,-8.025637787171839
4.59,0.36,4.575860574799018,63.61,-8.025382738433082
4.91,0.43,4.891134837642487,82.21,-8.023364128244271
4.66,0.62,4.618571207635539,69.22,-8.022064520303607
4.69,1.53,4.433418545546991,83.85,-8.020163569362982
4.78,0.68,4.731384575364806,74.82,-8.019953888952868
4.27,1.16,4.1094160169055645,77.46,-8.01791451823559
4.93,0.74,4.874146079058361,87.19,-8.01649406890952
4.34,1.29,4.143850866042357,79.27,-8.01624440481022
4.84,1.07,4.720243637779728,81.98,-8.015297462860184
4.95,0.7,4.900255095400647,89.74,-8.013857588981786
4.11,0.74,4.042833164997043,67.84,-8.013622052650037
4.35,1.11,4.205995720397252,73.17,-8.010833866699674
4.72,0.53,4.690149251356506,70.37,-8.010387335312204
4.88,0.38,4.865182422068056,79.11,-8.008704803522404
4.77,0.81,4.700723348592214,75.7,-8.007923546013158
4.8,1.32,4.6149322855270585,83.31,-8.007573921585125
4.21,1.15,4.049888887364689,81.53,-8.005836376000024
4.12,0.62,4.07308237088326,62.17,-8.005715323770518
4.79,1.41,4.577772384031342,84.4,-8.005494271618819
4.69,0.33,4.678375786531048,66.48,-8.004617774534251
4.92,0.72,4.86703194976158,85.1,-8.003829295641292
4.7,0.58,4.664075471087491,69.88,-8.001981260113833
4.38,1.17,4.220841148396845,74.5,-8.000912340981088
4.92,0.46,4.898448734038155,83.39,-7.998929286684001
4.34,1.34,4.127953488110059,81.24,-7.998840520461325
4.66,0.83,4.585487978394448,71.56,-7.99854153978051
4.68,0.59,4.642660874972455,69.24,-7.998111940519118
4.25,1.08,4.110486589200845,74.9,-7.996324403765523
4.59,1.26,4.413671940686122,76.85,-7.9948488428019315
4.75,0.03,4.749905262213131,66.79,-7.993333426810067
4.59,1.42,4.364825311510186,80.1,-7.992842130163015
4.56,0.7,4.505951619802414,66.71,-7.990118537521174
4.2,1.27,4.003386066818937,89.68,-7.990062770736706
4.23,1.02,4.105179655021203,73.52,-7.989389865943288
4.93,0.83,4.85962961551598,86.33,-7.988873025913259
4.74,1.01,4.631144566951026,76.93,-7.988417783464831
4.71,0.74,4.651505132750044,72.17,-7.98803103049991
4.26,0.77,4.189832932230114,63.82,-7.987005462248417
4.77,0.71,4.716863364567602,74.07,-7.984855036757732
4.77,0.86,4.691833330373107,76.0,-7.983646670594184
4.66,0.8,4.590816920766935,71.14,-7.979694243645558
4.54,1.75,4.189164594522397,89.54,-7.978935123447155
4.8,0.44,4.779790790400768,73.11,-7.978886886162005
4.15,0.72,4.0870649615586006,63.12,-7.977173419394164
4.86,1.47,4.632353613445329,87.21,-7.975029405797083
4.25,0.51,4.219289039636891,57.3,-7.973633631401724
4.67,0.99,4.563858017072836,74.17,-7.971383719919112
4.77,1.4,4.559923244968055,83.21,-7.970984034659494
4.31,1.04,4.182642705276175,71.47,-7.970704047425981
4.95,0.97,4.854029254135167,89.98,-7.967952310360416
4.8,1.42,4.585149943022583,84.62,-7.967884426371516
4.47,1.37,4.254879551761718,77.99,-7.967684457310153
4.45,1.19,4.287936566694988,74.12,-7.9672625337228595
4.63,0.09,4.629125187332916,61.5,-7.965882404380713
4.75,1.21,4.593299467702928,79.55,-7.963710886418536
4.29,1.22,4.112870044141925,78.65,-7.961582985398543
4.73,0.47,4.706591123095356,69.86,-7.960134221575212
4.12,0.44,4.096437476637474,55.07,-7.959821535457103
4.78,0.5,4.753777445358586,72.21,-7.958972510099779
4.18,0.92,4.077499233598947,71.12,-7.958538894777253
4.41,1.47,4.1577878733769,83.1,-7.956451923052457
4.21,1.12,4.058287816308745,79.06,-7.95512856574067
4.64,1.01,4.528741547052558,73.36,-7.954542129893072
4.11,0.87,4.016864448795852,75.26,-7.954416078293462
4.74,0.52,4.711390452934251,70.58,-7.953742076582805
4.56,0.99,4.451235783465082,71.12,-7.953026744006507
4.4,0.92,4.30274331095872,67.54,-7.951112969920729
4.15,0.56,4.112043287709895,58.25,-7.950163917639182
4.73,0.92,4.639665936250153,74.74,-7.948756497950653
4.89,0.47,4.867360681108397,78.6,-7.947871590323068
4.68,1.27,4.504386750713131,78.58,-7.947452513755362
4.22,1.13,4.06589473547951,78.45,-7.945275325617097
4.6,0.8,4.52990066116245,69.09,-7.945192765437695
4.6,0.94,4.502932377906645,71.32,-7.944488584306391
4.53,0.88,4.443703410444941,68.72,-7.944179228390782
4.94,0.9,4.857324366356441,87.18,-7.942528011212548
4.8,1.6,4.525483399593904,87.18,-7.942392743360808
4.71,0.48,4.6854775637068204,68.55,-7.941201591649689
4.19,0.78,4.116758433525097,64.06,-7.938653900594943
4.1,0.98,3.9811556111259954,84.52,-7.938129286335198
4.28,1.25,4.093397122195696,80.44,-7.936313290764391
4.63,0.59,4.5922543483565885,67.28,-7.935955783563485
4.49,1.04,4.367894229488622,70.83,-7.934622101204291
4.58,0.79,4.511352347134948,68.26,-7.931491234199301
4.2,1.01,4.07675115747822,74.39,-7.926857751732958
4.57,0.9,4.480502203994548,69.64,-7.925850752101624
4.78,1.1,4.651709363234122,78.65,-7.924626533144035
4.58,1.0,4.469496615951287,71.52,-7.924530824118669
4.86,1.25,4.696498695837144,84.22,-7.924281783170519
4.77,0.72,4.7153472830747045,73.64,-7.921818163302953
4.2,0.91,4.100231700770092,69.53,-7.921374075474129
4.6,0.24,4.593734863920641,61.71,-7.915975563538722
4.63,0.69,4.578296626475834,68.27,-7.915736061368899
4.15,0.72,4.0870649615586006,63.9,-7.915709131786725
4.56,0.74,4.4995555336055135,66.66,-7.91524453821871
4.8,0.64,4.757141999141922,74.53,-7.9142040063495855
4.1,0.57,4.060184724861665,58.27,-7.913488470419842
4.71,0.58,4.674152329567362,69.51,-7.912959393334903
4.33,0.74,4.266298161169704,62.81,-7.912572742670926
4.69,0.61,4.650161287525412,69.21,-7.912433642671467
4.85,0.85,4.774934554525329,78.89,-7.912261836831804
4.47,1.42,4.238454907156616,78.85,-7.91099539715444
4.8,0.41,4.782457527255208,71.92,-7.910295773622949
4.79,0.44,4.769748421038577,71.81,-7.909176405892381
4.26,1.15,4.101841050065202,76.67,-7.907073772777611
4.16,0.75,4.091833329939039,63.37,-7.905259423189049
4.61,0.66,4.562510273961036,67.0,-7.9028492194314275
4.59,0.74,4.529955849674476,67.6,-7.901783478012849
4.78,0.57,4.745892961287686,72.73,-7.9014646950010095
4.16,0.71,4.098963283563297,61.83,-7.900751385507928
4.62,0.8,4.550208786418487,69.3,-7.900562406628459
4.24,1.07,4.102767358747021,74.2,-7.90047897171891
4.43,1.38,4.209572424843169,79.14,-7.899483867782641
4.61,0.83,4.534666470645885,69.32,-7.898220037278735
4.53,1.07,4.401817806315932,71.58,-7.894296533532256
4.57,1.67,4.253939350766534,85.8,-7.893596623857748
4.91,0.74,4.853915944884089,82.44,-7.892318524440949
4.68,0.56,4.646374931061849,67.8,-7.8897722910676515
4.33,1.27,4.1395651945584815,78.04,-7.888744503299436
4.19,1.09,4.045738498716891,79.35,-7.887816707285034
4.38,1.38,4.156921938165306,80.57,-7.887633216594407
4.7,1.71,4.377887618475376,86.56,-7.885582927177486
4.29,1.11,4.1439111959596815,73.56,-7.883582519137461
4.28,0.97,4.168632869418942,69.2,-7.882747937796005
4.35,0.37,4.334235803460628,55.77,-7.88188380699798
4.9,0.49,4.875438441822438,79.48,-7.879805987498048
4.64,1.44,4.410895600668871,80.22,-7.879460516531161
4.66,0.79,4.59254831221186,70.46,-7.879136277361946
4.44,0.88,4.351919116895442,66.54,-7.877936203710097
4.31,1.01,4.189988066808782,68.52,-7.87744479477456
4.82,0.62,4.77995815881269,74.83,-7.877296010392709
4.71,0.56,4.676590638488684,69.22,-7.877009941353785
4.74,0.34,4.727790181469563,68.09,-7.875726433398774
4.77,0.62,4.729534860850483,72.34,-7.873113683402128
4.58,0.81,4.507804343580143,68.19,-7.87056430431046
4.28,1.19,4.111240688648622,76.93,-7.870080161916585
4.31,0.36,4.294938881986564,54.45,-7.867960672010326
4.74,0.95,4.6438238554019255,75.0,-7.867222683841205
4.67,0.65,4.624543220686774,68.43,-7.865858303743713
4.17,0.86,4.08035537667983,68.21,-7.862940847673336
4.82,0.29,4.811268024128359,71.6,-7.862858962687301
4.32,1.25,4.135202534338554,77.61,-7.862822158638449
4.34,1.06,4.208562700020043,69.6,-7.862564679574537
4.34,1.22,4.164996998798439,75.82,-7.862424674026237
4.61,0.26,4.602662273076312,61.51,-7.861056179347666
4.71,0.7,4.65769256177348,70.7,-7.8603933159555215
4.28,1.18,4.1141220205531095,76.55,-7.860298726426369
4.82,1.68,4.517742799230607,88.26,-7.860242662869286
4.65,0.54,4.618538729944786,66.49,-7.858758875846807
4.75,1.49,4.51025498170558,83.09,-7.8563086175598045
4.87,0.78,4.807130120976548,79.17,-7.855695065113348
4.23,0.94,4.124233262074298,68.82,-7.854533653585139
4.65,0.8,4.5806658904574125,69.83,-7.853860259330927
4.22,1.2,4.045787933147262,82.52,-7.853813569508075
4.23,1.12,4.079031747853895,76.46,-7.852727899630111
4.83,0.69,4.780460228890101,76.3,-7.851687123672645
4.3,1.11,4.154262870835209,72.77,-7.850915756360452
4.67,0.82,4.597444942574081,70.46,-7.846620064157456
4.92,0.91,4.835111167284574,83.04,-7.84465878194828
4.14,0.8,4.061969965423181,67.05,-7.8424620506556515
4.77,1.32,4.583721195709878,80.7,-7.840457034792754
4.3,1.1,4.156921938165305,72.4,-7.83999146729692
4.28,1.2,4.108332995267058,76.93,-7.839566731218391
4.22,1.1,4.074113400483594,75.68,-7.838055488805432
4.26,1.08,4.120825160086266,72.62,-7.837090863024263
4.7,1.24,4.533475487967261,77.49,-7.83697505300476
4.23,1.08,4.089804396300636,74.44,-7.836277101779816
4.83,0.64,4.787410573577328,75.25,-7.836175214961647
4.47,1.46,4.224843192356374,80.45,-7.835387999278466
4.71,1.27,4.535548478409199,78.41,-7.835284306463395
4.17,1.03,4.040792001575928,76.67,-7.834877324485476
4.96,0.71,4.908920451586072,85.86,-7.833886813925815
4.73,0.49,4.704550988139038,68.96,-7.833749222437248
4.67,0.58,4.633842897639064,67.3,-7.832924468514023
4.99,0.72,4.937782903287669,89.48,-7.832409580655677
4.92,1.56,4.666133302853659,89.93,-7.831405097313681
4.19,1.07,4.051073931687745,77.01,-7.830303683862557
4.61,0.72,4.553427280631591,67.22,-7.830261657043735
4.76,0.88,4.677948268204769,74.5,-7.82722231164533
4.95,0.59,4.914712606043207,83.12,-7.827017034456199
4.93,0.53,4.901428363242698,82.0,-7.826767181521055
4.53,0.84,4.45143796991489,67.26,-7.826027269359383
4.32,1.12,4.172289539329696,72.57,-7.8247189089094675
4.23,1.1,4.0844705899296185,75.54,-7.824199747739497
4.62,1.65,4.315309954105267,84.21,-7.823367747927416
4.86,0.89,4.777813307361433,79.18,-7.8213611388378865
4.76,0.29,4.75115775364279,67.84,-7.820446425145298
4.45,1.07,4.319444408717399,70.19,-7.819594724696751
4.16,0.71,4.098963283563297,60.86,-7.819541296031042
4.79,1.04,4.675735236302415,77.53,-7.81849975513503
4.78,0.09,4.779152644559494,67.13,-7.816234248822263
4.74,0.46,4.717626521885767,68.76,-7.815307222740177
4.53,1.54,4.260199525843831,80.97,-7.814454346972202
4.61,0.64,4.565358693465389,66.35,-7.813456665858273
4.16,0.73,4.095448693366821,61.42,-7.812646254898415
4.89,0.31,4.880163931672787,75.88,-7.811619395222345
4.92,0.5,4.894527556363331,79.36,-7.811338156764101
4.78,0.83,4.707387810665274,74.2,-7.811264010230988
4.95,0.71,4.8988161835284245,84.15,-7.810937727896468
4.37,1.46,4.118895483014834,83.16,-7.809673530314801
4.83,0.95,4.735652014242601,77.82,-7.809279289298851
4.21,1.09,4.066448081557172,76.58,-7.809207419389787
4.66,0.19,4.656124998322103,62.45,-7.808458782969335
4.67,0.58,4.633842897639064,67.09,-7.807740105137888
4.57,0.84,4.492137575809539,68.03,-7.802806712685812
4.94,0.81,4.873140671066248,83.23,-7.79911097664152
4.34,0.9,4.2456566041073085,65.66,-7.797666421531833
4.77,1.11,4.63905162721865,77.55,-7.79507119410322
4.16,0.74,4.0936536248197655,61.94,-7.792462076753183
4.57,1.74,4.225789866995282,86.93,-7.791525430958027
4.58,1.45,4.344410201626914,79.16,-7.789698457761091
4.2,1.28,4.00019999500025,89.35,-7.789034146710708
4.9,1.67,4.606636517026279,89.84,-7.788482297285738
4.5,1.6,4.2059481689626175,83.76,-7.786709197663744
4.7,0.67,4.651999570077367,69.16,-7.785594322257282
4.42,1.39,4.195747847523728,78.85,-7.785346156039277
4.72,1.15,4.577761461675346,76.37,-7.785102212339123
4.91,0.56,4.877960639447596,79.06,-7.784283193867694
3.98,0.41,3.958825583427489,57.01,-7.784057238975337
4.57,0.8,4.499433297649827,67.09,-7.782850822486587
4.22,1.15,4.060283241351519,77.4,-7.782822450882
4.45,0.63,4.405178770492748,61.46,-7.782032716376927
4.55,1.41,4.32601433192263,78.04,-7.78085429810145
4.15,0.78,4.076039744654118,64.86,-7.780121200687938
4.82,0.61,4.7812446078400965,73.57,-7.779302607043651
4.49,0.92,4.394735486920687,67.37,-7.778578234530975
4.28,1.06,4.146661307606398,71.01,-7.778276982897606
4.4,1.16,4.244337404118575,71.95,-7.776603844924126
4.58,1.18,4.4253813395005865,73.59,-7.775052091729561
4.39,1.05,4.26258137752231,69.17,-7.774858810039555
4.2,0.86,4.111009608356565,66.28,-7.77401877122094
4.25,0.98,4.135468534519396,68.99,-7.772468630728711
4.16,0.81,4.080379884275483,65.71,-7.765962346810574
4.22,1.03,4.09237095092808,72.19,-7.765959142094379
4.43,1.23,4.255819545046523,73.52,-7.761416460918975
4.26,1.2,4.087493119260263,77.94,-7.758622535735818
4.75,0.49,4.72465871783349,69.12,-7.757823994753109
4.6,1.4,4.381780460041329,77.94,-7.754656189973242
4.97,0.21,4.965561398271095,81.42,-7.753156527007031
4.23,1.09,4.087150596687136,73.93,-7.752256321321906
4.87,0.87,4.791659420284375,79.07,-7.752118763077579
4.59,0.78,4.523239989211273,67.22,-7.751456623211361
4.1,0.57,4.060184724861665,57.38,-7.751393303742213
4.5,1.61,4.202130412064814,83.78,-7.749997628473188
4.58,1.46,4.341059778441205,79.13,-7.748645006028691
4.57,1.69,4.246033443108992,84.22,-7.746867973170806
4.7,0.48,4.675425114361261,66.79,-7.745512346831005
4.92,1.07,4.802239061104726,83.32,-7.745139557873652
4.23,1.19,4.059162475191157,79.05,-7.745041757386092
4.79,0.75,4.730919572345317,73.32,-7.742555443616353
4.33,1.53,4.050678955434508,88.93,-7.739681344063056
4.22,1.15,4.060283241351519,77.76,-7.738810982110229
4.2,0.87,4.108904963612568,64.88,-7.734990337183571
4.22,1.05,4.087285162549831,72.51,-7.734830773463927
4.4,1.19,4.236024079251675,72.34,-7.734612002287991
4.73,0.68,4.680865304620505,70.0,-7.73460841797394
4.22,1.1,4.074113400483594,74.68,-7.734514773480081
4.73,0.52,4.701329599166602,68.11,-7.734220554358912
4.7,1.02,4.587984306860695,73.27,-7.7339961010931795
4.91,0.54,4.880215159191242,77.98,-7.73374408888758
4.71,0.49,4.68444233607374,66.84,-7.733374188362434
4.72,1.13,4.58273935545106,75.57,-7.732724414176372
4.45,1.23,4.276634190575575,73.29,-7.732449326580244
4.68,0.53,4.649892471875021,66.34,-7.732442367512132
4.81,0.92,4.721196882147576,76.02,-7.732230221606456
4.45,1.4,4.224038352098617,77.03,-7.729090137065225
4.46,1.73,4.110802841295117,89.28,-7.728688374754006
4.81,0.22,4.80496618094238,69.24,-7.728143351990904
4.27,1.24,4.085988252552863,78.79,-7.7266262975787905
4.77,0.67,4.722711085806541,71.3,-7.722829267084455
4.12,0.73,4.054811956182432,63.4,-7.722309254976086
4.28,1.18,4.1141220205531095,75.25,-7.721939888463297
4.34,0.38,4.323332048316437,54.4,-7.721851926701289
4.55,0.86,4.467986123523661,67.11,-7.720050795586112
4.08,0.43,4.057277412255662,52.82,-7.719822754225331
4.2,0.75,4.1324931941867735,61.23,-7.7179787190643
4.63,1.82,4.257287869054664,87.02,-7.717566881429842
4.28,1.24,4.096437476637474,77.44,-7.715368496022258
4.78,1.55,4.521714276687549,83.59,-7.715246740348914
4.55,0.41,4.531489821239809,60.44,-7.712050033768771
4.62,0.98,4.514864339047188,70.67,-7.7119999936613315
4.25,1.14,4.094252068449133,74.49,-7.7117799900943105
4.72,1.26,4.548714104007856,77.41,-7.711679451772377
4.7,0.64,4.656221644208961,68.37,-7.711617334589013
4.59,1.46,4.351608897867546,78.88,-7.711051132141796
4.65,1.0,4.541200281863816,71.57,-7.7105934298693
4.19,0.7,4.131113651305179,59.87,-7.709656731996257
4.57,0.81,4.497643827605739,66.7,-7.706131388019687
4.66,0.56,4.626229566288297,65.89,-7.704391723328309
4.15,0.55,4.113392760240627,55.68,-7.70418756941639
4.31,1.25,4.124754538151331,76.24,-7.703589652606322
4.61,0.19,4.60608293455513,59.26,-7.702358562435302
5.0,1.13,4.870636508712183,89.7,-7.701238851418719
4.58,0.78,4.513092066421867,66.31,-7.700419261909696
4.63,0.71,4.575237698743093,66.72,-7.697361297668074
4.67,0.71,4.615712296060056,68.26,-7.693842233820922
4.59,1.47,4.348241023678425,78.93,-7.692600378687033
4.2,0.94,4.093458195706901,68.24,-7.691174667710926
4.34,1.35,4.124693928038782,79.24,-7.6897872529934705
4.9,0.95,4.80702610768862,80.53,-7.689491670287747
4.26,1.12,4.110133817772847,73.23,-7.68873913954714
4.56,0.86,4.478169268797239,67.08,-7.6869658717421085
4.19,0.84,4.104936053095103,63.77,-7.686725290275921
4.39,1.5,4.125784773833943,83.04,-7.686408099277941
4.13,0.7,4.0702456928298565,59.9,-7.684449825351453
4.25,0.66,4.198440186545475,58.31,-7.683703386475136
4.91,1.54,4.662241949963558,87.73,-7.683219196390758
4.69,1.93,4.27448242480888,89.4,-7.682406127924882
4.6,0.57,4.564548170410736,63.82,-7.681614759386941
4.84,0.68,4.79199332219902,74.21,-7.67943851628397
4.67,1.38,4.461445953948115,78.0,-7.678681679593884
4.25,1.1,4.105179655021202,72.96,-7.677424326259291
4.49,0.82,4.414487512724439,64.74,-7.676525595234432
4.63,0.98,4.525096684049967,70.63,-7.675795218712146
4.27,1.25,4.082940117121484,78.57,-7.675362966974175
4.25,1.16,4.088630577589519,75.3,-7.67524727052727
4.9,0.71,4.848288357760913,77.96,-7.672060030529809
4.53,0.8,4.458800287072746,65.3,-7.671476942434245
4.2,0.94,4.093458195706901,68.43,-7.671380086339923
4.52,1.63,4.215862900996663,83.52,-7.670638884037784
4.67,0.64,4.625937742771729,66.83,-7.669718221552413
5.0,0.93,4.9127487214389465,87.43,-7.66883494232187
4.38,1.09,4.242204615527167,69.24,-7.668477359822047
4.08,0.61,4.034141792252721,57.91,-7.667040013540308
4.18,0.93,4.075230054855799,68.53,-7.666580480801437
4.35,1.04,4.223848955632764,67.96,-7.666264665943777
4.2,1.07,4.061416009226339,73.66,-7.66575390771916
4.94,0.69,4.891574388681011,80.28,-7.665224746524867
4.58,1.2,4.42,73.06,-7.663521900328605
4.22,1.19,4.048740544910231,79.1,-7.663027623042948
4.97,1.38,4.774568043289361,89.07,-7.662809272306772
4.59,1.87,4.191801522018904,89.39,-7.662799635650553
4.92,1.59,4.655996134019014,88.35,-7.662398650191589
4.67,0.63,4.6273102338183465,66.59,-7.6614597064418515
4.56,0.87,4.476237259127357,66.86,-7.660199725100152
4.36,1.1,4.218957217133163,69.67,-7.660083532308183
4.08,0.52,4.046727072585943,55.12,-7.658321522672142
4.71,0.68,4.6606544604808455,68.61,-7.658250810497301
4.44,1.47,4.189594252430657,79.79,-7.657085615082592
4.28,1.11,4.133557789604495,71.92,-7.656543216581269
4.76,1.79,4.410612202404559,87.1,-7.655620141320278
4.9,1.12,4.77028301047223,81.73,-7.655564834533362
4.46,1.45,4.2177126502406495,77.79,-7.654948812203958
4.63,0.51,4.601825724644513,63.65,-7.654924255875283
4.16,0.8,4.082352263095384,62.77,-7.654055305839569
4.87,0.49,4.845286369245889,74.12,-7.651003922923033
4.68,0.59,4.642660874972455,66.27,-7.647383050017843
4.93,1.37,4.735820942561068,86.22,-7.646603875231693
5.02,0.88,4.942266686450661,89.56,-7.644792364494338
4.29,1.29,4.091454509095756,78.77,-7.643926705745389
4.41,1.42,4.175128740530045,78.65,-7.643417603526226
4.48,1.58,4.192135493993485,82.37,-7.643082828465503
4.18,0.85,4.092664168973554,65.02,-7.641665162131755
4.98,0.67,4.93472390311758,84.05,-7.639126570546261
4.21,1.15,4.049888887364689,77.58,-7.6391166264164925
4.09,0.48,4.061736082022071,53.45,-7.638586598018379
4.23,1.12,4.079031747853895,74.34,-7.638273012700651
4.17,0.79,4.094484094486142,61.78,-7.636577947618373
4.67,0.8,4.60096728960335,68.81,-7.636412839851003
4.41,1.42,4.175128740530045,78.58,-7.635132651433225
4.32,1.31,4.116588393317943,77.71,-7.634962947756692
4.37,1.24,4.1903818441760174,73.8,-7.634605048366496
4.12,0.58,4.078970458338722,56.16,-7.633035084854766
4.93,0.89,4.848999896885954,80.94,-7.631947600847189
4.59,0.66,4.542301178918016,64.43,-7.630553842008721
4.67,1.41,4.452055704952488,78.31,-7.629298254471181
4.39,1.02,4.269859482465436,67.29,-7.628237689986899
4.67,0.64,4.625937742771729,66.48,-7.626611495983491
4.42,1.18,4.259577443831724,71.16,-7.626120240142673
4.73,1.42,4.511817815470834,79.47,-7.625532359740109
4.67,0.64,4.625937742771729,66.47,-7.625385513119347
4.56,0.78,4.492794230765527,65.23,-7.623461950531073
4.97,0.71,4.919024293495611,82.43,-7.623281207055975
4.0,0.25,3.992179855667828,46.9,-7.622107012546791
4.76,0.44,4.739620237951559,67.1,-7.620806735690641
4.07,0.62,4.022499223119875,58.16,-7.62077202688498
4.16,0.8,4.082352263095384,62.09,-7.616169051430591
4.74,1.11,4.608199214443751,75.05,-7.615783878565821
4.96,0.45,4.939544513414167,79.64,-7.615530764449213
4.78,1.61,4.500699945564024,83.77,-7.614227078310648
4.8,1.51,4.556303326162559,82.7,-7.611939444745919
4.16,0.98,4.042919737021748,72.35,-7.611416531649576
4.81,0.88,4.728815919445374,74.48,-7.609381209631285
4.48,0.98,4.371498598878879,66.99,-7.609308500733199
4.57,1.47,4.327123756030096,78.2,-7.608946629797764
